caseid,weight,vote2020,biden_winner,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,educ7,hispanic,ethnicity,votereg,wave
203110876,0.876929350447656,I am sure I voted,Definitely the rightful winner,Joe Biden,1950,70,65 - 74,Female,Domestic / civil partnership,Full-time,"$60,000 - $69,999",Democrat,Not very strong Democrat,Hillary Clinton,60628,Illinois,Some college,No,Black or African American,Yes,13
414322588,1.56978250459702,I am sure I voted,Definitely the rightful winner,Joe Biden,1986,34,25 - 34,Female,Married,Homemaker,"Less than $10,000",Not sure,Not sure,Did not vote for President,75217,Texas,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,13
215318992,0.480162778578425,I am sure I voted,Definitely the rightful winner,Joe Biden,1948,72,65 - 74,Female,Widowed,Retired,Prefer not to say,Independent,Independent,Gary Johnson,49738,Michigan,Some college,No,White,Yes,13
211776172,0.866455556958632,"I thought about voting this time, but didn't",Definitely the rightful winner,NA,1963,57,55 - 64,Female,Married,Full-time,"$40,000 - $49,999",Democrat,Strong Democrat,Did not vote for President,95122,California,High school diploma or the equivalent (GED),No,American Indian or Alaska Native,Don't know,13
144656233,1.24009866364084,I am sure I voted,Definitely not the rightful winner,Donald Trump,1979,41,35 - 44,Female,Married,Homemaker,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,75657,Texas,Associate's degree,No,White,Yes,13
36510661,0.939536633159364,"I usually vote, but didn't this time",Definitely the rightful winner,NA,1976,44,35 - 44,Female,Divorced,Full-time,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,60652,Illinois,Master's degree,No,Black or African American,Yes,13
184961998,0.508078049302225,I am sure I voted,Definitely the rightful winner,Joe Biden,1994,26,25 - 34,Female,Married,Full-time,"$40,000 - $49,999",Independent,Lean Democrat,Did not vote for President,99163,Washington,Master's degree,Yes,Multi-racial,Yes,13
197398594,0.749310262582228,"I thought about voting this time, but didn't",Probably the rightful winner,NA,1989,31,25 - 34,Female,Divorced,Part-time,"Less than $10,000",Independent,Lean Democrat,Did not vote for President,79107,Texas,Some college,No,Hispanic/Latino/Chicano/a,No,13
34298605,0.995239326840527,I am sure I voted,Definitely the rightful winner,Joe Biden,1956,64,55 - 64,Male,Married,Full-time,"$150,000 - $199,999",Independent,Independent,Hillary Clinton,83713,Idaho,Bachelor's degree,No,White,Yes,13
7166677,0.804984036733536,I am sure I voted,Definitely the rightful winner,Joe Biden,1943,77,75 - 84,Male,Married,Retired,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,22406,Virginia,High school diploma or the equivalent (GED),No,White,Yes,13
144285691,0.824986934788393,I am sure I voted,Definitely the rightful winner,Joe Biden,1976,44,35 - 44,Female,Married,Homemaker,"$60,000 - $69,999",Independent,Independent,Did not vote for President,50009,Iowa,Master's degree,No,White,Yes,13
405264724,0.852188738255582,I am sure I voted,Definitely the rightful winner,Joe Biden,2002,18,18 - 24,Female,Never married,Student,Prefer not to say,Other,Lean Democrat,Did not vote for President,13502,New York,Some college,No,White,Yes,13
165720994,1.23322907754625,I am sure I voted,Definitely not the rightful winner,Donald Trump,1968,52,45 - 54,Female,Separated,Permanently disabled,"$30,000 - $39,999",Republican,Not very strong Republican,Donald Trump,94803,California,Did not graduate from high school,No,American Indian or Alaska Native,Yes,13
206025268,0.99582074852332,"I thought about voting this time, but didn't",Probably the rightful winner,NA,1992,28,25 - 34,Female,Never married,Homemaker,"Less than $10,000",Independent,Independent,Did not vote for President,85705,Arizona,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,13
46836721,0.929087154011848,I am sure I voted,Definitely the rightful winner,Joe Biden,1979,41,35 - 44,Female,Divorced,Permanently disabled,"Less than $10,000",Independent,Lean Democrat,Hillary Clinton,24263,Virginia,Associate's degree,No,White,Yes,13
414576226,1.0595641375979,I am sure I voted,Definitely not the rightful winner,Donald Trump,1980,40,35 - 44,Male,Married,Part-time,"$60,000 - $69,999",Republican,Strong Republican,Donald Trump,57067,South Dakota,High school diploma or the equivalent (GED),No,White,Yes,13
150178612,0.87172497342034,I am sure I voted,Probably not the rightful winner,Donald Trump,1956,64,55 - 64,Female,Never married,Retired,"Less than $10,000",Independent,Independent,Did not vote for President,6517,Connecticut,High school diploma or the equivalent (GED),No,White,Yes,13
145147663,0.515551405160187,I am sure I voted,Probably the rightful winner,Donald Trump,1989,31,25 - 34,Female,Never married,Full-time,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,77008,Texas,Associate's degree,Yes,White,Yes,13
162127198,0.735958808950996,I am sure I voted,Definitely the rightful winner,Joe Biden,1975,45,45 - 54,Male,Never married,Part-time,"$80,000 - $99,999",Independent,Independent,Hillary Clinton,90505,California,Some college,No,Black or African American,Yes,13
202212382,0.781994109868948,I am sure I voted,Definitely the rightful winner,Joe Biden,1960,60,55 - 64,Female,Never married,Permanently disabled,"Less than $10,000",Democrat,Not very strong Democrat,Did not vote for President,14206,New York,High school diploma or the equivalent (GED),No,White,Yes,13
399676852,1.3570981578299,I am sure I voted,Probably the rightful winner,Donald Trump,1990,30,25 - 34,Male,Separated,Part-time,"$10,000 - $19,999",Independent,Independent,Did not vote for President,73109,Oklahoma,Associate's degree,No,Black or African American,Yes,13
203131630,0.626421070488847,I am sure I voted,Definitely the rightful winner,Joe Biden,1948,72,65 - 74,Male,Married,Retired,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,76643,Texas,Associate's degree,No,Black or African American,Yes,13
364402186,1.0924241370025,I did not vote in the election this November,Definitely not the rightful winner,NA,1996,24,18 - 24,Female,Married,Full-time,"$60,000 - $69,999",Republican,Not very strong Republican,Did not vote for President,92123,California,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,No,13
180572341,1.06332402214085,I did not vote in the election this November,Probably the rightful winner,NA,1994,26,25 - 34,Female,Married,Homemaker,Prefer not to say,Independent,Lean Democrat,Did not vote for President,61008,Illinois,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,No,13
208858951,1.19801950782533,"I usually vote, but didn't this time",Definitely not the rightful winner,NA,1977,43,35 - 44,Male,Married,Full-time,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,90302,California,Master's degree,No,White,Yes,13
363684712,0.862551556926588,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Female,Never married,Permanently disabled,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,10454,New York,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
405289678,0.986009650715755,"I thought about voting this time, but didn't",Probably the rightful winner,NA,1981,39,35 - 44,Male,Never married,Unemployed,"$50,000 - $59,999",Independent,Lean Republican,Did not vote for President,8721,New Jersey,Associate's degree,No,White,No,13
419489938,0.898392872675563,I am sure I voted,Definitely the rightful winner,Joe Biden,1949,71,65 - 74,Male,Married,Retired,"$200,000 - $249,999",Democrat,Strong Democrat,Hillary Clinton,20011,District of Columbia,Master's degree,No,Black or African American,Yes,13
376726450,1.0587305181155,I am sure I voted,Definitely not the rightful winner,Donald Trump,1980,40,35 - 44,Male,Never married,Full-time,"$60,000 - $69,999",Independent,Lean Republican,Did not vote for President,94108,California,Bachelor's degree,No,Asian/Pacific Islander,Yes,13
164545243,1.06332402214085,I did not vote in the election this November,Definitely the rightful winner,NA,1993,27,25 - 34,Female,Never married,Full-time,"$20,000 - $29,999",Democrat,Strong Democrat,Did not vote for President,8360,New Jersey,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,No,13
208012318,0.773189366601106,I am sure I voted,Probably not the rightful winner,Donald Trump,1954,66,65 - 74,Male,Married,Full-time,"$70,000 - $79,999",Independent,Independent,Donald Trump,77065,Texas,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,13
223972636,0.7255997682185,I am sure I voted,Definitely the rightful winner,Joe Biden,2002,18,18 - 24,Male,Never married,Student,"$40,000 - $49,999",Democrat,Strong Democrat,Did not vote for President,48220,Michigan,Some college,No,White,Yes,13
205476811,0.911481826923711,I did not vote in the election this November,Definitely the rightful winner,NA,2000,20,18 - 24,Female,Never married,Student,"Less than $10,000",Independent,Independent,Did not vote for President,60426,Illinois,Some college,No,Other,No,13
160323673,1.23254003206547,I am sure I voted,Probably not the rightful winner,Donald Trump,1963,57,55 - 64,Male,Widowed,Full-time,"$20,000 - $29,999",Independent,Independent,Donald Trump,56537,Minnesota,High school diploma or the equivalent (GED),No,White,Yes,13
173521048,1.2039327269154,I am sure I voted,Probably not the rightful winner,Donald Trump,1948,72,65 - 74,Female,Divorced,Retired,"$10,000 - $19,999",Republican,Strong Republican,Donald Trump,73069,Oklahoma,High school diploma or the equivalent (GED),No,White,Yes,13
352915540,2.05729151712764,I did not vote in the election this November,Probably the rightful winner,NA,1995,25,25 - 34,Female,Domestic / civil partnership,Unemployed,"$10,000 - $19,999",Independent,Not sure,Did not vote for President,75237,Texas,Did not graduate from high school,No,Black or African American,No,13
173926966,0.866972951488136,I did not vote in the election this November,Definitely the rightful winner,NA,1994,26,25 - 34,Female,Never married,Homemaker,Prefer not to say,Independent,Lean Democrat,Did not vote for President,68776,Nebraska,High school diploma or the equivalent (GED),No,American Indian or Alaska Native,Yes,13
140424286,1.44062062799617,I am sure I voted,Definitely the rightful winner,Joe Biden,1951,69,65 - 74,Female,Widowed,Homemaker,"$30,000 - $39,999",Democrat,Strong Democrat,Did not vote for President,79364,Texas,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,13
196743208,1.25876176876629,I am sure I voted,Definitely not the rightful winner,Donald Trump,1995,25,25 - 34,Male,Never married,Permanently disabled,Prefer not to say,Republican,Strong Republican,Donald Trump,53933,Wisconsin,High school diploma or the equivalent (GED),No,White,Yes,13
362857462,0.786758558824195,I am sure I voted,Definitely the rightful winner,Joe Biden,1984,36,35 - 44,Male,Never married,Permanently disabled,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,49002,Michigan,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,13
199223743,0.923424195325986,I am sure I voted,Definitely the rightful winner,Joe Biden,1961,59,55 - 64,Male,Married,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,45840,Ohio,High school diploma or the equivalent (GED),No,White,Yes,13
206162755,1.09130885267063,I am sure I voted,Definitely the rightful winner,Joe Biden,1966,54,45 - 54,Female,Married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,37601,Tennessee,Professional or doctorate degree,No,White,Yes,13
42999103,0.816887403830964,I am sure I voted,Definitely not the rightful winner,Donald Trump,1957,63,55 - 64,Male,Married,Full-time,Prefer not to say,Independent,Independent,Did not vote for President,76527,Texas,High school diploma or the equivalent (GED),No,White,Yes,13
396978250,1.28438579437875,I am sure I voted,Definitely the rightful winner,Joe Biden,1985,35,35 - 44,Male,Married,Full-time,"$120,000 - $149,999",Democrat,Strong Democrat,Donald Trump,75201,Texas,Some college,No,White,Yes,13
7147330,0.747852409995574,I am sure I voted,Definitely the rightful winner,Joe Biden,1946,74,65 - 74,Male,Married,Retired,"$100,000 - $119,999",Democrat,Not very strong Democrat,Hillary Clinton,54022,Wisconsin,Professional or doctorate degree,No,White,Yes,13
196138018,1.93708503079525,I am sure I voted,Definitely the rightful winner,Joe Biden,1956,64,55 - 64,Male,Divorced,Permanently disabled,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,78211,Texas,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,13
208980136,1.11258810630399,I am sure I voted,Probably not the rightful winner,Donald Trump,1944,76,75 - 84,Female,Married,Retired,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,85373,Arizona,High school diploma or the equivalent (GED),No,White,Yes,13
167120020,1.28438579437875,I am sure I voted,Definitely the rightful winner,Donald Trump,1989,31,25 - 34,Male,Never married,Unemployed,"$500,000 or more",Independent,Independent,Donald Trump,15846-9235,Pennsylvania,Some college,No,White,Yes,13
128515591,1.50053496237459,I am sure I voted,Definitely not the rightful winner,Donald Trump,1955,65,65 - 74,Male,Married,Retired,"$40,000 - $49,999",Independent,Lean Republican,Donald Trump,32073,Florida,Did not graduate from high school,No,White,Yes,13
333739654,0.941628023404316,I am sure I voted,Probably the rightful winner,Donald Trump,1959,61,55 - 64,Male,Never married,Permanently disabled,"$10,000 - $19,999",Republican,Strong Republican,Hillary Clinton,33461,Florida,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
167229853,0.857209371950486,I am sure I voted,Definitely the rightful winner,Joe Biden,1985,35,35 - 44,Male,Divorced,Full-time,"$60,000 - $69,999",Democrat,Not very strong Democrat,Hillary Clinton,84088,Utah,Some college,No,White,Yes,13
402062932,0.826852017368516,"I thought about voting this time, but didn't",Definitely the rightful winner,NA,1994,26,25 - 34,Female,Never married,Unemployed,"$10,000 - $19,999",Independent,Independent,Did not vote for President,76010,Texas,High school diploma or the equivalent (GED),No,Black or African American,No,13
412815346,1.78911819791853,I did not vote in the election this November,Definitely the rightful winner,NA,1991,29,25 - 34,Female,Never married,Temporarily laid off,Prefer not to say,Not sure,Not sure,Did not vote for President,98373,Washington,Did not graduate from high school,No,American Indian or Alaska Native,No,13
